id,text,anger,disgust,fear,joy,sadness,surprise,emotions,tokens,stemmed_tokens
hau_train_track_a_00014,duk sanda naga irin wannan labari ina murna da kokarin irin wanna mutane sannan ina tausayawa shugabanninmu domin yawancin su basa tsoron haduwa da ubangijinmu allah ya isar mana,1,0,0,1,1,0,"('anger', 'joy', 'sadness')","['duk', 'sanda', 'naga', 'irin', 'labari', 'murna', 'kokarin', 'irin', 'wan', 'mutane', 'sannan', 'tausayawa', 'shugabanninmu', 'domin', 'yawancin', 'basa', 'tsoron', 'haduwa', 'ubangijinmu', 'allah', 'isar', 'mana']","['duk', 'sanda', 'naga', 'irin', 'labari', 'murna', 'kokarin', 'irin', 'wan', 'mutan', 'sannan', 'tausayawa', 'shugabanninmu', 'domin', 'yawancin', 'basa', 'tsoron', 'haduwa', 'ubangijinmu', 'allah', 'isar', 'mana']"
hau_train_track_a_00015,shege ka fasadan yarinya munjima muna jinka karka fasa kaji,1,0,0,0,0,0,"('anger',)","['shege', 'fasadan', 'yarinya', 'munjima', 'muna', 'jinka', 'karka', 'fasa', 'kaji']","['shege', 'fasadan', 'yarinya', 'munjima', 'muna', 'jinka', 'karka', 'fasa', 'kaji']"
hau_train_track_a_00016,zasuci broubansune 😡😢😡😢 jahilai na asara,1,0,0,0,0,0,"('anger',)","['zasuci', 'broubansune', '😡😢😡😢', 'jahilai', 'asara']","['zasuci', 'broubansun', 'jahilai', 'asara']"
hau_train_track_a_00017,allah duk wanda yakawoma musulunci wannan allah kayimuna maganin su bakidaya,0,0,1,0,0,0,"('fear',)","['allah', 'duk', 'wanda', 'yakawoma', 'musulunci', 'allah', 'kayimuna', 'maganin', 'bakidaya']","['allah', 'duk', 'wanda', 'yakawoma', 'musulunci', 'allah', 'kayimuna', 'maganin', 'bakidaya']"
hau_train_track_a_00018,"to allah subhanahu wata'ala yadubemu da idon rahma yakawomana karshen wannan ta'addancin, yahayyu ya qayyoom. 👌👏👏👏",0,0,1,0,1,0,"('fear', 'sadness')","['to', 'allah', 'subhanahu', ""wata'ala"", 'yadubemu', 'idon', 'rahma', 'yakawomana', 'karshen', ""ta'addancin"", ',', 'yahayyu', 'qayyoom', '.', '👌👏👏👏']","['to', 'allah', 'subhanahu', ""wata'ala"", 'yadubemu', 'idon', 'rahma', 'yakawomana', 'karshen', ""ta'addancin"", 'yahayyu', 'qayyoom', '.']"
hau_train_track_a_00019,alhamdullilah albarkan dake ciki allah ya hada mu dashi allah yayi mana jagora yayi riko da hannayenmu wajen aikata alheri allah ya karbi ibadunmu ya yafe mana zunubanmu ya bamu hakuri da juriya wajen yin ibada ameen,0,0,0,0,0,0,(),"['alhamdullilah', 'albarkan', 'dake', 'ciki', 'allah', 'hada', 'mu', 'dashi', 'allah', 'yayi', 'mana', 'jagora', 'yayi', 'riko', 'hannayenmu', 'wajen', 'aikata', 'alheri', 'allah', 'karbi', 'ibadunmu', 'yafe', 'mana', 'zunubanmu', 'bamu', 'hakuri', 'juriya', 'wajen', 'yin', 'ibada', 'ameen']","['alhamdullilah', 'albarkan', 'dake', 'ciki', 'allah', 'hada', 'mu', 'dashi', 'allah', 'yayi', 'mana', 'jagora', 'yayi', 'riko', 'hannayenmu', 'wajen', 'aikata', 'alheri', 'allah', 'karbi', 'ibadunmu', 'yafe', 'mana', 'zunubanmu', 'bamu', 'hakuri', 'juriya', 'wajen', 'yin', 'ibada', 'ameen']"
hau_train_track_a_00020,hhhhhhh kuna wuta yanzu naija 🇳🇬 🇳🇬,0,0,0,1,0,0,"('joy',)","['hhhhhhh', 'kuna', 'wuta', 'yanzu', 'naija', '🇳🇬', '🇳🇬']","['hhhhhhh', 'kuna', 'wuta', 'yanzu', 'naija']"
hau_train_track_a_00021,zakaci kutumar ubanka wallahi idan lawakiri ya kama ka,1,1,0,0,0,0,"('anger', 'disgust')","['zakaci', 'kutumar', 'ubanka', 'wallahi', 'idan', 'lawakiri', 'kama']","['zakaci', 'kutumar', 'ubanka', 'wallahi', 'idan', 'lawakiri', 'kama']"
hau_train_track_a_00022,"tun muna yara muke wasan ango da amarya, sai gashi allah ya hada aurenmu yanzu - amarya ta bada tarihin rayuwarsu",0,0,0,1,0,1,"('joy', 'surprise')","['tun', 'muna', 'yara', 'muke', 'wasan', 'ango', 'amarya', ',', 'gashi', 'allah', 'hada', 'aurenmu', 'yanzu', '-', 'amarya', 'bada', 'tarihin', 'rayuwarsu']","['tun', 'muna', 'yara', 'muke', 'wasan', 'ango', 'amarya', 'gashi', 'allah', 'hada', 'aurenmu', 'yanzu', '-', 'amarya', 'bada', 'tarihin', 'rayuwarsu']"
hau_train_track_a_00023,kwarkwata na fadowa daga gashin mahaukachin.,0,1,0,0,0,0,"('disgust',)","['kwarkwata', 'fadowa', 'daga', 'gashin', 'mahaukachin', '.']","['kwarkwata', 'fadowa', 'daga', 'gashin', 'mahaukachin', '.']"
hau_train_track_a_00024,buhari ya nada karebo samson a matsayin mukaddashin kwanturola janar na hukumar kashe gobara,0,0,0,1,0,0,"('joy',)","['buhari', 'nada', 'karebo', 'samson', 'matsayin', 'mukaddashin', 'kwanturola', 'janar', 'hukumar', 'kashe', 'gobara']","['buhari', 'nada', 'karebo', 'samson', 'matsayin', 'mukaddashin', 'kwanturola', 'janar', 'hukumar', 'kash', 'gobara']"
hau_train_track_a_00025,haka su kace kina da girman kae idan kikayi post mutum yayi maki comment bakya reply bara naga da gaske suke kokuma karya suke 🤔🤔🤔,0,0,0,0,0,0,(),"['haka', 'kace', 'kina', 'girman', 'kae', 'idan', 'kikayi', 'post', 'mutum', 'yayi', 'maki', 'comment', 'bakya', 'reply', 'bara', 'naga', 'gaske', 'suke', 'kokuma', 'karya', 'suke', '🤔🤔🤔']","['haka', 'kace', 'kina', 'girman', 'kae', 'idan', 'kikayi', 'post', 'mutum', 'yayi', 'maki', 'comment', 'bakya', 'repli', 'bara', 'naga', 'gask', 'suke', 'kokuma', 'karya', 'suke']"
hau_train_track_a_00026,masari ya baiwa masu garkuwa sa’o’i 48 su saki mutanen da suka sace ko su fuskanci fushin sa,1,0,0,0,0,0,"('anger',)","['masari', 'baiwa', 'masu', 'garkuwa', 'sa', '’', 'o', '’', 'i', '48', 'saki', 'mutanen', 'sace', 'fuskanci', 'fushin', 'sa']","['masari', 'baiwa', 'masu', 'garkuwa', 'sa', '’', 'o', '’', 'i', 'saki', 'mutanen', 'sace', 'fuskanc', 'fushin', 'sa']"
hau_train_track_a_00027,"na matsu sosai, zan biya sadaki kuma zan ɗau nauyin komai, wata kyakkyawar budurwa na neman mijin aure",0,0,0,0,1,0,"('sadness',)","['matsu', 'sosai', ',', 'zan', 'biya', 'sadaki', 'zan', 'ɗau', 'nauyin', 'komai', ',', 'kyakkyawar', 'budurwa', 'neman', 'mijin', 'aure']","['matsu', 'sosai', 'zan', 'biya', 'sadaki', 'zan', 'ɗau', 'nauyin', 'komai', 'kyakkyawar', 'budurwa', 'neman', 'mijin', 'aur']"
hau_train_track_a_00028,haba rahama me akayi akayi 550 keda ynx zaki iya mai da ninki ninkin ta ! wuyar ta ki bada qofane pha wani ya shiga shikenan 😩,0,1,0,0,0,1,"('disgust', 'surprise')","['haba', 'rahama', 'me', 'akayi', 'akayi', '550', 'keda', 'ynx', 'zaki', 'iya', 'ninki', 'ninkin', '!', 'wuyar', 'ki', 'bada', 'qofane', 'pha', 'shiga', 'shikenan', '😩']","['haba', 'rahama', 'me', 'akayi', 'akayi', 'keda', 'ynx', 'zaki', 'iya', 'ninki', 'ninkin', '!', 'wuyar', 'ki', 'bada', 'qofan', 'pha', 'shiga', 'shikenan']"
hau_train_track_a_00029,allah kawo mana saukin wannan musiba🙏🏽,0,0,1,0,0,0,"('fear',)","['allah', 'kawo', 'mana', 'saukin', 'musiba🙏🏽']","['allah', 'kawo', 'mana', 'saukin', 'musiba']"
hau_train_track_a_00030,kuci uwar mutumin nan kawai babaa! ya matsa maku 😭 ##url##,1,0,0,0,0,0,"('anger',)","['kuci', 'uwar', 'mutumin', 'nan', 'kawai', 'babaa', '!', 'matsa', 'maku', '😭', '#', '#', 'url', '#', '#']","['kuci', 'uwar', 'mutumin', 'nan', 'kawai', 'babaa', '!', 'matsa', 'maku', '#', '#', 'url', '#', '#']"
hau_train_track_a_00031,alhamdulillah wlh nafi jin kowa dadi because dama sometimes sabo sukeyi,0,0,0,1,0,0,"('joy',)","['alhamdulillah', 'wlh', 'nafi', 'jin', 'kowa', 'dadi', 'because', 'dama', 'sometimes', 'sabo', 'sukeyi']","['alhamdulillah', 'wlh', 'nafi', 'jin', 'kowa', 'dadi', 'becaus', 'dama', 'sometim', 'sabo', 'sukeyi']"
hau_train_track_a_00032,"kujerun nan duk gara tabi ta cinye katako, yadikan jiki duk sun fashe, kana zama ƙura zata biyo kayanka",0,1,0,0,0,0,"('disgust',)","['kujerun', 'nan', 'duk', 'gara', 'tabi', 'cinye', 'katako', ',', 'yadikan', 'jiki', 'duk', 'fashe', ',', 'kana', 'zama', 'ƙura', 'zata', 'biyo', 'kayanka']","['kujerun', 'nan', 'duk', 'gara', 'tabi', 'ciny', 'katako', 'yadikan', 'jiki', 'duk', 'fash', 'kana', 'zama', 'ƙura', 'zata', 'biyo', 'kayanka']"
hau_train_track_a_00033,bansan meh yasa baamma duk lokacin da naga hoton mutumin nan seh zuciyata ta tsinke,0,0,0,0,1,0,"('sadness',)","['bansan', 'meh', 'yasa', 'baamma', 'duk', 'naga', 'hoton', 'mutumin', 'nan', 'seh', 'zuciyata', 'tsinke']","['bansan', 'meh', 'yasa', 'baamma', 'duk', 'naga', 'hoton', 'mutumin', 'nan', 'seh', 'zuciyata', 'tsink']"
hau_train_track_a_00034,an sayar mana da 'yancinmu': wasu sojoji sun yi allah-wadai da buratai,1,1,0,0,0,0,"('anger', 'disgust')","['an', 'sayar', 'mana', ""'yancinmu"", ""'"", ':', 'wasu', 'sojoji', 'allah-wadai', 'buratai']","['an', 'sayar', 'mana', ""'yancinmu"", ""'"", ':', 'wasu', 'sojoji', 'allah-wadai', 'buratai']"
hau_train_track_a_00035,beran da mage ta kashe a daki tsutsa ta baibaye shi tana cin namansa,0,1,0,0,0,0,"('disgust',)","['beran', 'mage', 'kashe', 'daki', 'tsutsa', 'baibaye', 'cin', 'namansa']","['beran', 'mage', 'kash', 'daki', 'tsutsa', 'baibay', 'cin', 'namansa']"
hau_train_track_a_00036,"sama da kashi 75% na yan najeriya basa jin daɗin gwamnatin buhari, sanatan apc",1,0,0,0,1,0,"('anger', 'sadness')","['sama', 'kashi', '75', '%', 'yan', 'najeriya', 'basa', 'jin', 'daɗin', 'gwamnatin', 'buhari', ',', 'sanatan', 'apc']","['sama', 'kashi', '%', 'yan', 'najeriya', 'basa', 'jin', 'daɗin', 'gwamnatin', 'buhari', 'sanatan', 'apc']"
hau_train_track_a_00037,akwai damuwa fa😰 allah shi yaye mana waɗan ga lalura,0,0,1,0,1,0,"('fear', 'sadness')","['akwai', 'damuwa', 'fa😰', 'allah', 'yaye', 'mana', 'waɗan', 'lalura']","['akwai', 'damuwa', 'fa', 'allah', 'yay', 'mana', 'waɗan', 'lalura']"
hau_train_track_a_00038,allah ya yaye mn musiba amma f n hango wasu en yara,0,0,1,0,0,0,"('fear',)","['allah', 'yaye', 'mn', 'musiba', 'f', 'n', 'hango', 'wasu', 'en', 'yara']","['allah', 'yay', 'mn', 'musiba', 'f', 'n', 'hango', 'wasu', 'en', 'yara']"
hau_train_track_a_00039,sheikh dahiru bauchi ya bayyana babban sirrinsa na haddar al-qur'ani,0,0,0,1,0,0,"('joy',)","['sheikh', 'dahiru', 'bauchi', 'bayyana', 'babban', 'sirrinsa', 'haddar', ""al-qur'ani""]","['sheikh', 'dahiru', 'bauchi', 'bayyana', 'babban', 'sirrinsa', 'haddar', ""al-qur'ani""]"
hau_train_track_a_00040,mutane 2 sun sheka barzahu bayan gamuwa da ajalinsu a cikin ruwan kano,0,0,0,0,1,0,"('sadness',)","['mutane', '2', 'sheka', 'barzahu', 'bayan', 'gamuwa', 'ajalinsu', 'ruwan', 'kano']","['mutan', 'sheka', 'barzahu', 'bayan', 'gamuwa', 'ajalinsu', 'ruwan', 'kano']"
hau_train_track_a_00041,🤔 abin alajabi be karewa a kasata nigeria,0,0,0,0,0,1,"('surprise',)","['🤔', 'abin', 'alajabi', 'be', 'karewa', 'kasata', 'nigeria']","['abin', 'alajabi', 'be', 'karewa', 'kasata', 'nigeria']"
hau_train_track_a_00042,"ikon allah 🤔director meh kake nufi,kar dai kace mahmud din take aure dai😲😲",0,0,0,0,0,1,"('surprise',)","['ikon', 'allah', '🤔director', 'meh', 'kake', 'nufi', ',', 'kar', 'dai', 'kace', 'mahmud', 'din', 'aure', 'dai😲😲']","['ikon', 'allah', 'director', 'meh', 'kake', 'nufi', 'kar', 'dai', 'kace', 'mahmud', 'din', 'aur', 'dai']"
hau_train_track_a_00043,ku ma baku yadda ba kenan? 😊,0,0,0,0,0,0,(),"['ku', 'baku', 'yadda', 'kenan', '?', '😊']","['ku', 'baku', 'yadda', 'kenan', '?']"
hau_train_track_a_00044,bidiyon shugaban kasan south sudan yana fitsari a wando ana tsakiyar taro,0,1,0,0,0,0,"('disgust',)","['bidiyon', 'shugaban', 'kasan', 'south', 'sudan', 'fitsari', 'wando', 'ana', 'tsakiyar', 'taro']","['bidiyon', 'shugaban', 'kasan', 'south', 'sudan', 'fitsari', 'wando', 'ana', 'tsakiyar', 'taro']"
hau_train_track_a_00045,shekara dubu arba'in har da uku fa kuka ce😲?,0,0,0,0,0,1,"('surprise',)","['shekara', 'dubu', ""arba'in"", 'har', 'uku', 'fa', 'kuka', 'ce😲', '?']","['shekara', 'dubu', ""arba'in"", 'har', 'uku', 'fa', 'kuka', 'ce', '?']"
hau_train_track_a_00046,bidiyon matasan da suka shiga hannu yayin da suke kokarin yin asirin kudi da wata budurwa,0,1,0,0,0,0,"('disgust',)","['bidiyon', 'matasan', 'shiga', 'hannu', 'yayin', 'suke', 'kokarin', 'yin', 'asirin', 'kudi', 'budurwa']","['bidiyon', 'matasan', 'shiga', 'hannu', 'yayin', 'suke', 'kokarin', 'yin', 'asirin', 'kudi', 'budurwa']"
hau_train_track_a_00047,"alhamdulillah na samu lafiya, mun kusa hadari cikin hazo - aisha buhari ta yi maganarta na farko",0,0,0,1,0,0,"('joy',)","['alhamdulillah', 'samu', 'lafiya', ',', 'mun', 'kusa', 'hadari', 'hazo', '-', 'aisha', 'buhari', 'maganarta', 'farko']","['alhamdulillah', 'samu', 'lafiya', 'mun', 'kusa', 'hadari', 'hazo', '-', 'aisha', 'buhari', 'maganarta', 'farko']"
hau_train_track_a_00048,kulu allah wadai shi kene kawai 🤔,0,0,0,0,1,0,"('sadness',)","['kulu', 'allah', 'wadai', 'kene', 'kawai', '🤔']","['kulu', 'allah', 'wadai', 'kene', 'kawai']"
hau_train_track_a_00049,tashin hankali anyiwa uwar kortoh fyade yace mama rike min wando na yau daga makwafta za'a fara🤣🤣 #ranar_hausa,0,0,0,1,0,0,"('joy',)","['tashin', 'hankali', 'anyiwa', 'uwar', 'kortoh', 'fyade', 'yace', 'mama', 'rike', 'min', 'wando', 'yau', 'daga', 'makwafta', ""'"", 'fara🤣🤣', '#', 'ranar_hausa']","['tashin', 'hankali', 'anyiwa', 'uwar', 'kortoh', 'fyad', 'yace', 'mama', 'rike', 'min', 'wando', 'yau', 'daga', 'makwafta', ""'"", 'fara', '#', 'ranar_hausa']"
hau_train_track_a_00050,ashe kinsan waye king 👑,0,0,0,0,0,1,"('surprise',)","['ashe', 'kinsan', 'waye', 'king', '👑']","['ash', 'kinsan', 'way', 'king']"
hau_train_track_a_00051,"idan har wannan labarin haka yake toh zaman zina zasu, a haifi yayan zina kuma..allah kada ka jarrabemu da wayewa wadda zata fitine mu cikin addininmu🙏wannan karshen jahilaci da lalacewa kenan subhanallah.",1,1,0,0,1,0,"('anger', 'disgust', 'sadness')","['idan', 'har', 'labarin', 'haka', 'toh', 'zaman', 'zina', 'zasu', ',', 'haifi', 'yayan', 'zina', '..', 'allah', 'kada', 'jarrabemu', 'wayewa', 'wadda', 'zata', 'fitine', 'mu', 'addininmu🙏wannan', 'karshen', 'jahilaci', 'lalacewa', 'kenan', 'subhanallah', '.']","['idan', 'har', 'labarin', 'haka', 'toh', 'zaman', 'zina', 'zasu', 'haifi', 'yayan', 'zina', '..', 'allah', 'kada', 'jarrabemu', 'wayewa', 'wadda', 'zata', 'fitin', 'mu', 'addininmuwannan', 'karshen', 'jahilaci', 'lalacewa', 'kenan', 'subhanallah', '.']"
hau_train_track_a_00052,zancan banxa zancan isakamudai kawai allah ya isa zamuce,1,0,0,0,0,0,"('anger',)","['zancan', 'banxa', 'zancan', 'isakamudai', 'kawai', 'allah', 'isa', 'zamuce']","['zancan', 'banxa', 'zancan', 'isakamudai', 'kawai', 'allah', 'isa', 'zamuc']"
hau_train_track_a_00053,inyeee atayamu murna saura kadan kasar mu tazama kmr dubai tunda ga sunan ma kamr na yan biyu,0,0,0,1,0,0,"('joy',)","['inyeee', 'atayamu', 'murna', 'saura', 'kadan', 'kasar', 'mu', 'tazama', 'kmr', 'dubai', 'tunda', 'sunan', 'kamr', 'yan', 'biyu']","['inyee', 'atayamu', 'murna', 'saura', 'kadan', 'kasar', 'mu', 'tazama', 'kmr', 'dubai', 'tunda', 'sunan', 'kamr', 'yan', 'biyu']"
hau_train_track_a_00054,bidiyon fitaccen faston najeriya yana karanta ayoyin alkur'ani mai girma,0,0,0,0,0,1,"('surprise',)","['bidiyon', 'fitaccen', 'faston', 'najeriya', 'karanta', 'ayoyin', ""alkur'ani"", 'girma']","['bidiyon', 'fitaccen', 'faston', 'najeriya', 'karanta', 'ayoyin', ""alkur'ani"", 'girma']"
hau_train_track_a_00055,allah mai iko: yadda mata ta haihu bayan shekaru 10 da daukar ciki,0,0,0,0,0,1,"('surprise',)","['allah', 'iko', ':', 'yadda', 'mata', 'haihu', 'bayan', 'shekaru', '10', 'daukar', 'ciki']","['allah', 'iko', ':', 'yadda', 'mata', 'haihu', 'bayan', 'shekaru', 'daukar', 'ciki']"
hau_train_track_a_00056,buhari ya aike wa sarkin jordan wasikar son barka,0,0,0,1,0,0,"('joy',)","['buhari', 'aike', 'wa', 'sarkin', 'jordan', 'wasikar', 'son', 'barka']","['buhari', 'aik', 'wa', 'sarkin', 'jordan', 'wasikar', 'son', 'barka']"
hau_train_track_a_00057,ya allah kai mana maganin muta nennan dan girman ka kafimu sanin ta wacce hanya xaka biyo musu allah kana gani allah ka bi mana hiqqin mu amin 😭😭😭😭😭,0,0,1,0,1,0,"('fear', 'sadness')","['allah', 'kai', 'mana', 'maganin', 'muta', 'nennan', 'dan', 'girman', 'kafimu', 'sanin', 'wacce', 'hanya', 'xaka', 'biyo', 'musu', 'allah', 'kana', 'gani', 'allah', 'bi', 'mana', 'hiqqin', 'mu', 'amin', '😭😭😭😭😭']","['allah', 'kai', 'mana', 'maganin', 'muta', 'nennan', 'dan', 'girman', 'kafimu', 'sanin', 'wacc', 'hanya', 'xaka', 'biyo', 'musu', 'allah', 'kana', 'gani', 'allah', 'bi', 'mana', 'hiqqin', 'mu', 'amin']"
hau_train_track_a_00058,"don jaraba yaro ba ƙashi har a cikin madafi, kana jawo kwabo suna biyo hannunka",0,0,0,0,0,0,(),"['jaraba', 'yaro', 'ƙashi', 'har', 'madafi', ',', 'kana', 'jawo', 'kwabo', 'suna', 'biyo', 'hannunka']","['jaraba', 'yaro', 'ƙashi', 'har', 'madafi', 'kana', 'jawo', 'kwabo', 'suna', 'biyo', 'hannunka']"
hau_train_track_a_00059,bbc me kuma ya faru?? 🙆🙆,0,0,0,0,0,1,"('surprise',)","['bbc', 'me', 'faru', '?', '?', '🙆🙆']","['bbc', 'me', 'faru', '?', '?']"
hau_train_track_a_00060,ya gama shasshafesu a waje ya game rungumesu sannan zai yi mana wani maganar sunnah munafukin banza munafukin wofi hian,1,0,0,0,1,0,"('anger', 'sadness')","['gama', 'shasshafesu', 'waje', 'game', 'rungumesu', 'sannan', 'zai', 'mana', 'maganar', 'sunnah', 'munafukin', 'banza', 'munafukin', 'wofi', 'hian']","['gama', 'shasshafesu', 'waje', 'game', 'rungumesu', 'sannan', 'zai', 'mana', 'maganar', 'sunnah', 'munafukin', 'banza', 'munafukin', 'wofi', 'hian']"
hau_train_track_a_00061,"malam yasha giyan tsamiya tana nunamai hauka,😂",0,0,0,0,1,0,"('sadness',)","['malam', 'yasha', 'giyan', 'tsamiya', 'nunamai', 'hauka', ',', '😂']","['malam', 'yasha', 'giyan', 'tsamiya', 'nunamai', 'hauka']"
hau_train_track_a_00062,"uba ya fusata, ya garkame shagon diyarsa da ta ki tafiya italiya yawon karuwanci",1,1,0,0,0,0,"('anger', 'disgust')","['uba', 'fusata', ',', 'garkame', 'shagon', 'diyarsa', 'ki', 'tafiya', 'italiya', 'yawon', 'karuwanci']","['uba', 'fusata', 'garkam', 'shagon', 'diyarsa', 'ki', 'tafiya', 'italiya', 'yawon', 'karuw']"
hau_train_track_a_00063,kutttt wai dama bai da aure,0,0,0,0,0,1,"('surprise',)","['kutttt', 'wai', 'dama', 'bai', 'aure']","['kutttt', 'wai', 'dama', 'bai', 'aur']"
