id,text,anger,disgust,fear,joy,sadness,surprise,emotions,tokens,stemmed_tokens
hau_train_track_a_00011,allah yajikanshi allah yagafarta mashi allah yasa karshen wahalar kenan dasauran musulmi,0,0,0,0,1,0,"('sadness',)","['allah', 'yajikanshi', 'allah', 'yagafarta', 'mashi', 'allah', 'yasa', 'karshen', 'wahalar', 'kenan', 'dasauran', 'musulmi']","['allah', 'yajikanshi', 'allah', 'yagafarta', 'mashi', 'allah', 'yasa', 'karshen', 'wahalar', 'kenan', 'dasauran', 'musulmi']"
hau_train_track_a_00012,"yaron yayi kashi a pampas din sa, kuma bata dauke ba, yana nan tsakar ɗaki.",0,1,0,0,0,0,"('disgust',)","['yaron', 'yayi', 'kashi', 'a', 'pampas', 'din', 'sa', ',', 'kuma', 'bata', 'dauke', 'ba', ',', 'yana', 'nan', 'tsakar', 'ɗaki', '.']","['yaron', 'yayi', 'kashi', 'a', 'pampa', 'din', 'sa', ',', 'kuma', 'bata', 'dauk', 'ba', ',', 'yana', 'nan', 'tsakar', 'ɗaki', '.']"
hau_train_track_a_00013,"keƙe da ƙeƙe: bayan janye takara, adamu garba ya fidda sunayen wadanda suka tara masa n83.2m",0,0,0,0,0,1,"('surprise',)","['keƙe', 'da', 'ƙeƙe', ':', 'bayan', 'janye', 'takara', ',', 'adamu', 'garba', 'ya', 'fidda', 'sunayen', 'wadanda', 'suka', 'tara', 'masa', 'n83.2m']","['keƙe', 'da', 'ƙeƙe', ':', 'bayan', 'jany', 'takara', ',', 'adamu', 'garba', 'ya', 'fidda', 'sunayen', 'wadanda', 'suka', 'tara', 'masa', 'n.m']"
hau_train_track_a_00014,duk sanda naga irin wannan labari ina murna da kokarin irin wanna mutane sannan ina tausayawa shugabanninmu domin yawancin su basa tsoron haduwa da ubangijinmu allah ya isar mana,1,0,0,1,1,0,"('anger', 'joy', 'sadness')","['duk', 'sanda', 'naga', 'irin', 'wannan', 'labari', 'ina', 'murna', 'da', 'kokarin', 'irin', 'wan', 'na', 'mutane', 'sannan', 'ina', 'tausayawa', 'shugabanninmu', 'domin', 'yawancin', 'su', 'basa', 'tsoron', 'haduwa', 'da', 'ubangijinmu', 'allah', 'ya', 'isar', 'mana']","['duk', 'sanda', 'naga', 'irin', 'wannan', 'labari', 'ina', 'murna', 'da', 'kokarin', 'irin', 'wan', 'na', 'mutan', 'sannan', 'ina', 'tausayawa', 'shugabanninmu', 'domin', 'yawancin', 'su', 'basa', 'tsoron', 'haduwa', 'da', 'ubangijinmu', 'allah', 'ya', 'isar', 'mana']"
hau_train_track_a_00015,shege ka fasadan yarinya munjima muna jinka karka fasa kaji,1,0,0,0,0,0,"('anger',)","['shege', 'ka', 'fasadan', 'yarinya', 'munjima', 'muna', 'jinka', 'karka', 'fasa', 'kaji']","['shege', 'ka', 'fasadan', 'yarinya', 'munjima', 'muna', 'jinka', 'karka', 'fasa', 'kaji']"
hau_train_track_a_00016,zasuci broubansune 😡😢😡😢 jahilai na asara,1,0,0,0,0,0,"('anger',)","['zasuci', 'broubansune', '😡😢😡😢', 'jahilai', 'na', 'asara']","['zasuci', 'broubansun', 'jahilai', 'na', 'asara']"
hau_train_track_a_00017,allah duk wanda yakawoma musulunci wannan allah kayimuna maganin su bakidaya,0,0,1,0,0,0,"('fear',)","['allah', 'duk', 'wanda', 'yakawoma', 'musulunci', 'wannan', 'allah', 'kayimuna', 'maganin', 'su', 'bakidaya']","['allah', 'duk', 'wanda', 'yakawoma', 'musulunci', 'wannan', 'allah', 'kayimuna', 'maganin', 'su', 'bakidaya']"
hau_train_track_a_00018,"to allah subhanahu wata'ala yadubemu da idon rahma yakawomana karshen wannan ta'addancin, yahayyu ya qayyoom. 👌👏👏👏",0,0,1,0,1,0,"('fear', 'sadness')","['to', 'allah', 'subhanahu', ""wata'ala"", 'yadubemu', 'da', 'idon', 'rahma', 'yakawomana', 'karshen', 'wannan', ""ta'addancin"", ',', 'yahayyu', 'ya', 'qayyoom', '.', '👌👏👏👏']","['to', 'allah', 'subhanahu', ""wata'ala"", 'yadubemu', 'da', 'idon', 'rahma', 'yakawomana', 'karshen', 'wannan', ""ta'addancin"", ',', 'yahayyu', 'ya', 'qayyoom', '.']"
hau_train_track_a_00019,alhamdullilah albarkan dake ciki allah ya hada mu dashi allah yayi mana jagora yayi riko da hannayenmu wajen aikata alheri allah ya karbi ibadunmu ya yafe mana zunubanmu ya bamu hakuri da juriya wajen yin ibada ameen,0,0,0,0,0,0,(),"['alhamdullilah', 'albarkan', 'dake', 'ciki', 'allah', 'ya', 'hada', 'mu', 'dashi', 'allah', 'yayi', 'mana', 'jagora', 'yayi', 'riko', 'da', 'hannayenmu', 'wajen', 'aikata', 'alheri', 'allah', 'ya', 'karbi', 'ibadunmu', 'ya', 'yafe', 'mana', 'zunubanmu', 'ya', 'bamu', 'hakuri', 'da', 'juriya', 'wajen', 'yin', 'ibada', 'ameen']","['alhamdullilah', 'albarkan', 'dake', 'ciki', 'allah', 'ya', 'hada', 'mu', 'dashi', 'allah', 'yayi', 'mana', 'jagora', 'yayi', 'riko', 'da', 'hannayenmu', 'wajen', 'aikata', 'alheri', 'allah', 'ya', 'karbi', 'ibadunmu', 'ya', 'yafe', 'mana', 'zunubanmu', 'ya', 'bamu', 'hakuri', 'da', 'juriya', 'wajen', 'yin', 'ibada', 'ameen']"
hau_train_track_a_00020,hhhhhhh kuna wuta yanzu naija 🇳🇬 🇳🇬,0,0,0,1,0,0,"('joy',)","['hhhhhhh', 'kuna', 'wuta', 'yanzu', 'naija', '🇳🇬', '🇳🇬']","['hhhhhhh', 'kuna', 'wuta', 'yanzu', 'naija']"
hau_train_track_a_00021,zakaci kutumar ubanka wallahi idan lawakiri ya kama ka,1,1,0,0,0,0,"('anger', 'disgust')","['zakaci', 'kutumar', 'ubanka', 'wallahi', 'idan', 'lawakiri', 'ya', 'kama', 'ka']","['zakaci', 'kutumar', 'ubanka', 'wallahi', 'idan', 'lawakiri', 'ya', 'kama', 'ka']"
hau_train_track_a_00022,"tun muna yara muke wasan ango da amarya, sai gashi allah ya hada aurenmu yanzu - amarya ta bada tarihin rayuwarsu",0,0,0,1,0,1,"('joy', 'surprise')","['tun', 'muna', 'yara', 'muke', 'wasan', 'ango', 'da', 'amarya', ',', 'sai', 'gashi', 'allah', 'ya', 'hada', 'aurenmu', 'yanzu', '-', 'amarya', 'ta', 'bada', 'tarihin', 'rayuwarsu']","['tun', 'muna', 'yara', 'muke', 'wasan', 'ango', 'da', 'amarya', ',', 'sai', 'gashi', 'allah', 'ya', 'hada', 'aurenmu', 'yanzu', '-', 'amarya', 'ta', 'bada', 'tarihin', 'rayuwarsu']"
hau_train_track_a_00023,kwarkwata na fadowa daga gashin mahaukachin.,0,1,0,0,0,0,"('disgust',)","['kwarkwata', 'na', 'fadowa', 'daga', 'gashin', 'mahaukachin', '.']","['kwarkwata', 'na', 'fadowa', 'daga', 'gashin', 'mahaukachin', '.']"
hau_train_track_a_00024,buhari ya nada karebo samson a matsayin mukaddashin kwanturola janar na hukumar kashe gobara,0,0,0,1,0,0,"('joy',)","['buhari', 'ya', 'nada', 'karebo', 'samson', 'a', 'matsayin', 'mukaddashin', 'kwanturola', 'janar', 'na', 'hukumar', 'kashe', 'gobara']","['buhari', 'ya', 'nada', 'karebo', 'samson', 'a', 'matsayin', 'mukaddashin', 'kwanturola', 'janar', 'na', 'hukumar', 'kash', 'gobara']"
hau_train_track_a_00025,haka su kace kina da girman kae idan kikayi post mutum yayi maki comment bakya reply bara naga da gaske suke kokuma karya suke 🤔🤔🤔,0,0,0,0,0,0,(),"['haka', 'su', 'kace', 'kina', 'da', 'girman', 'kae', 'idan', 'kikayi', 'post', 'mutum', 'yayi', 'maki', 'comment', 'bakya', 'reply', 'bara', 'naga', 'da', 'gaske', 'suke', 'kokuma', 'karya', 'suke', '🤔🤔🤔']","['haka', 'su', 'kace', 'kina', 'da', 'girman', 'kae', 'idan', 'kikayi', 'post', 'mutum', 'yayi', 'maki', 'comment', 'bakya', 'repli', 'bara', 'naga', 'da', 'gask', 'suke', 'kokuma', 'karya', 'suke']"
hau_train_track_a_00026,masari ya baiwa masu garkuwa sa’o’i 48 su saki mutanen da suka sace ko su fuskanci fushin sa,1,0,0,0,0,0,"('anger',)","['masari', 'ya', 'baiwa', 'masu', 'garkuwa', 'sa', '’', 'o', '’', 'i', '48', 'su', 'saki', 'mutanen', 'da', 'suka', 'sace', 'ko', 'su', 'fuskanci', 'fushin', 'sa']","['masari', 'ya', 'baiwa', 'masu', 'garkuwa', 'sa', '’', 'o', '’', 'i', 'su', 'saki', 'mutanen', 'da', 'suka', 'sace', 'ko', 'su', 'fuskanc', 'fushin', 'sa']"
hau_train_track_a_00027,"na matsu sosai, zan biya sadaki kuma zan ɗau nauyin komai, wata kyakkyawar budurwa na neman mijin aure",0,0,0,0,1,0,"('sadness',)","['na', 'matsu', 'sosai', ',', 'zan', 'biya', 'sadaki', 'kuma', 'zan', 'ɗau', 'nauyin', 'komai', ',', 'wata', 'kyakkyawar', 'budurwa', 'na', 'neman', 'mijin', 'aure']","['na', 'matsu', 'sosai', ',', 'zan', 'biya', 'sadaki', 'kuma', 'zan', 'ɗau', 'nauyin', 'komai', ',', 'wata', 'kyakkyawar', 'budurwa', 'na', 'neman', 'mijin', 'aur']"
hau_train_track_a_00028,haba rahama me akayi akayi 550 keda ynx zaki iya mai da ninki ninkin ta ! wuyar ta ki bada qofane pha wani ya shiga shikenan 😩,0,1,0,0,0,1,"('disgust', 'surprise')","['haba', 'rahama', 'me', 'akayi', 'akayi', '550', 'keda', 'ynx', 'zaki', 'iya', 'mai', 'da', 'ninki', 'ninkin', 'ta', '!', 'wuyar', 'ta', 'ki', 'bada', 'qofane', 'pha', 'wani', 'ya', 'shiga', 'shikenan', '😩']","['haba', 'rahama', 'me', 'akayi', 'akayi', 'keda', 'ynx', 'zaki', 'iya', 'mai', 'da', 'ninki', 'ninkin', 'ta', '!', 'wuyar', 'ta', 'ki', 'bada', 'qofan', 'pha', 'wani', 'ya', 'shiga', 'shikenan']"
hau_train_track_a_00029,allah kawo mana saukin wannan musiba🙏🏽,0,0,1,0,0,0,"('fear',)","['allah', 'kawo', 'mana', 'saukin', 'wannan', 'musiba🙏🏽']","['allah', 'kawo', 'mana', 'saukin', 'wannan', 'musiba']"
hau_train_track_a_00030,kuci uwar mutumin nan kawai babaa! ya matsa maku 😭 ##url##,1,0,0,0,0,0,"('anger',)","['kuci', 'uwar', 'mutumin', 'nan', 'kawai', 'babaa', '!', 'ya', 'matsa', 'maku', '😭', '#', '#', 'url', '#', '#']","['kuci', 'uwar', 'mutumin', 'nan', 'kawai', 'babaa', '!', 'ya', 'matsa', 'maku', '#', '#', 'url', '#', '#']"
hau_train_track_a_00031,alhamdulillah wlh nafi jin kowa dadi because dama sometimes sabo sukeyi,0,0,0,1,0,0,"('joy',)","['alhamdulillah', 'wlh', 'nafi', 'jin', 'kowa', 'dadi', 'because', 'dama', 'sometimes', 'sabo', 'sukeyi']","['alhamdulillah', 'wlh', 'nafi', 'jin', 'kowa', 'dadi', 'becaus', 'dama', 'sometim', 'sabo', 'sukeyi']"
hau_train_track_a_00032,"kujerun nan duk gara tabi ta cinye katako, yadikan jiki duk sun fashe, kana zama ƙura zata biyo kayanka",0,1,0,0,0,0,"('disgust',)","['kujerun', 'nan', 'duk', 'gara', 'tabi', 'ta', 'cinye', 'katako', ',', 'yadikan', 'jiki', 'duk', 'sun', 'fashe', ',', 'kana', 'zama', 'ƙura', 'zata', 'biyo', 'kayanka']","['kujerun', 'nan', 'duk', 'gara', 'tabi', 'ta', 'ciny', 'katako', ',', 'yadikan', 'jiki', 'duk', 'sun', 'fash', ',', 'kana', 'zama', 'ƙura', 'zata', 'biyo', 'kayanka']"
hau_train_track_a_00033,bansan meh yasa baamma duk lokacin da naga hoton mutumin nan seh zuciyata ta tsinke,0,0,0,0,1,0,"('sadness',)","['bansan', 'meh', 'yasa', 'baamma', 'duk', 'lokacin', 'da', 'naga', 'hoton', 'mutumin', 'nan', 'seh', 'zuciyata', 'ta', 'tsinke']","['bansan', 'meh', 'yasa', 'baamma', 'duk', 'lokacin', 'da', 'naga', 'hoton', 'mutumin', 'nan', 'seh', 'zuciyata', 'ta', 'tsink']"
hau_train_track_a_00034,an sayar mana da 'yancinmu': wasu sojoji sun yi allah-wadai da buratai,1,1,0,0,0,0,"('anger', 'disgust')","['an', 'sayar', 'mana', 'da', ""'yancinmu"", ""'"", ':', 'wasu', 'sojoji', 'sun', 'yi', 'allah-wadai', 'da', 'buratai']","['an', 'sayar', 'mana', 'da', ""'yancinmu"", ""'"", ':', 'wasu', 'sojoji', 'sun', 'yi', 'allah-wadai', 'da', 'buratai']"
hau_train_track_a_00035,beran da mage ta kashe a daki tsutsa ta baibaye shi tana cin namansa,0,1,0,0,0,0,"('disgust',)","['beran', 'da', 'mage', 'ta', 'kashe', 'a', 'daki', 'tsutsa', 'ta', 'baibaye', 'shi', 'tana', 'cin', 'namansa']","['beran', 'da', 'mage', 'ta', 'kash', 'a', 'daki', 'tsutsa', 'ta', 'baibay', 'shi', 'tana', 'cin', 'namansa']"
hau_train_track_a_00036,"sama da kashi 75% na yan najeriya basa jin daɗin gwamnatin buhari, sanatan apc",1,0,0,0,1,0,"('anger', 'sadness')","['sama', 'da', 'kashi', '75', '%', 'na', 'yan', 'najeriya', 'basa', 'jin', 'daɗin', 'gwamnatin', 'buhari', ',', 'sanatan', 'apc']","['sama', 'da', 'kashi', '%', 'na', 'yan', 'najeriya', 'basa', 'jin', 'daɗin', 'gwamnatin', 'buhari', ',', 'sanatan', 'apc']"
hau_train_track_a_00037,akwai damuwa fa😰 allah shi yaye mana waɗan ga lalura,0,0,1,0,1,0,"('fear', 'sadness')","['akwai', 'damuwa', 'fa😰', 'allah', 'shi', 'yaye', 'mana', 'waɗan', 'ga', 'lalura']","['akwai', 'damuwa', 'fa', 'allah', 'shi', 'yay', 'mana', 'waɗan', 'ga', 'lalura']"
hau_train_track_a_00038,allah ya yaye mn musiba amma f n hango wasu en yara,0,0,1,0,0,0,"('fear',)","['allah', 'ya', 'yaye', 'mn', 'musiba', 'amma', 'f', 'n', 'hango', 'wasu', 'en', 'yara']","['allah', 'ya', 'yay', 'mn', 'musiba', 'amma', 'f', 'n', 'hango', 'wasu', 'en', 'yara']"
hau_train_track_a_00039,sheikh dahiru bauchi ya bayyana babban sirrinsa na haddar al-qur'ani,0,0,0,1,0,0,"('joy',)","['sheikh', 'dahiru', 'bauchi', 'ya', 'bayyana', 'babban', 'sirrinsa', 'na', 'haddar', ""al-qur'ani""]","['sheikh', 'dahiru', 'bauchi', 'ya', 'bayyana', 'babban', 'sirrinsa', 'na', 'haddar', ""al-qur'ani""]"
hau_train_track_a_00040,mutane 2 sun sheka barzahu bayan gamuwa da ajalinsu a cikin ruwan kano,0,0,0,0,1,0,"('sadness',)","['mutane', '2', 'sun', 'sheka', 'barzahu', 'bayan', 'gamuwa', 'da', 'ajalinsu', 'a', 'cikin', 'ruwan', 'kano']","['mutan', 'sun', 'sheka', 'barzahu', 'bayan', 'gamuwa', 'da', 'ajalinsu', 'a', 'cikin', 'ruwan', 'kano']"
hau_train_track_a_00041,🤔 abin alajabi be karewa a kasata nigeria,0,0,0,0,0,1,"('surprise',)","['🤔', 'abin', 'alajabi', 'be', 'karewa', 'a', 'kasata', 'nigeria']","['abin', 'alajabi', 'be', 'karewa', 'a', 'kasata', 'nigeria']"
hau_train_track_a_00042,"ikon allah 🤔director meh kake nufi,kar dai kace mahmud din take aure dai😲😲",0,0,0,0,0,1,"('surprise',)","['ikon', 'allah', '🤔director', 'meh', 'kake', 'nufi', ',', 'kar', 'dai', 'kace', 'mahmud', 'din', 'take', 'aure', 'dai😲😲']","['ikon', 'allah', 'director', 'meh', 'kake', 'nufi', ',', 'kar', 'dai', 'kace', 'mahmud', 'din', 'take', 'aur', 'dai']"
hau_train_track_a_00043,ku ma baku yadda ba kenan? 😊,0,0,0,0,0,0,(),"['ku', 'ma', 'baku', 'yadda', 'ba', 'kenan', '?', '😊']","['ku', 'ma', 'baku', 'yadda', 'ba', 'kenan', '?']"
hau_train_track_a_00044,bidiyon shugaban kasan south sudan yana fitsari a wando ana tsakiyar taro,0,1,0,0,0,0,"('disgust',)","['bidiyon', 'shugaban', 'kasan', 'south', 'sudan', 'yana', 'fitsari', 'a', 'wando', 'ana', 'tsakiyar', 'taro']","['bidiyon', 'shugaban', 'kasan', 'south', 'sudan', 'yana', 'fitsari', 'a', 'wando', 'ana', 'tsakiyar', 'taro']"
hau_train_track_a_00045,shekara dubu arba'in har da uku fa kuka ce😲?,0,0,0,0,0,1,"('surprise',)","['shekara', 'dubu', ""arba'in"", 'har', 'da', 'uku', 'fa', 'kuka', 'ce😲', '?']","['shekara', 'dubu', ""arba'in"", 'har', 'da', 'uku', 'fa', 'kuka', 'ce', '?']"
hau_train_track_a_00046,bidiyon matasan da suka shiga hannu yayin da suke kokarin yin asirin kudi da wata budurwa,0,1,0,0,0,0,"('disgust',)","['bidiyon', 'matasan', 'da', 'suka', 'shiga', 'hannu', 'yayin', 'da', 'suke', 'kokarin', 'yin', 'asirin', 'kudi', 'da', 'wata', 'budurwa']","['bidiyon', 'matasan', 'da', 'suka', 'shiga', 'hannu', 'yayin', 'da', 'suke', 'kokarin', 'yin', 'asirin', 'kudi', 'da', 'wata', 'budurwa']"
hau_train_track_a_00047,"alhamdulillah na samu lafiya, mun kusa hadari cikin hazo - aisha buhari ta yi maganarta na farko",0,0,0,1,0,0,"('joy',)","['alhamdulillah', 'na', 'samu', 'lafiya', ',', 'mun', 'kusa', 'hadari', 'cikin', 'hazo', '-', 'aisha', 'buhari', 'ta', 'yi', 'maganarta', 'na', 'farko']","['alhamdulillah', 'na', 'samu', 'lafiya', ',', 'mun', 'kusa', 'hadari', 'cikin', 'hazo', '-', 'aisha', 'buhari', 'ta', 'yi', 'maganarta', 'na', 'farko']"
hau_train_track_a_00048,kulu allah wadai shi kene kawai 🤔,0,0,0,0,1,0,"('sadness',)","['kulu', 'allah', 'wadai', 'shi', 'kene', 'kawai', '🤔']","['kulu', 'allah', 'wadai', 'shi', 'kene', 'kawai']"
hau_train_track_a_00049,tashin hankali anyiwa uwar kortoh fyade yace mama rike min wando na yau daga makwafta za'a fara🤣🤣 #ranar_hausa,0,0,0,1,0,0,"('joy',)","['tashin', 'hankali', 'anyiwa', 'uwar', 'kortoh', 'fyade', 'yace', 'mama', 'rike', 'min', 'wando', 'na', 'yau', 'daga', 'makwafta', 'za', ""'"", 'a', 'fara🤣🤣', '#', 'ranar_hausa']","['tashin', 'hankali', 'anyiwa', 'uwar', 'kortoh', 'fyad', 'yace', 'mama', 'rike', 'min', 'wando', 'na', 'yau', 'daga', 'makwafta', 'za', ""'"", 'a', 'fara', '#', 'ranar_hausa']"
hau_train_track_a_00050,ashe kinsan waye king 👑,0,0,0,0,0,1,"('surprise',)","['ashe', 'kinsan', 'waye', 'king', '👑']","['ash', 'kinsan', 'way', 'king']"
hau_train_track_a_00051,"idan har wannan labarin haka yake toh zaman zina zasu, a haifi yayan zina kuma..allah kada ka jarrabemu da wayewa wadda zata fitine mu cikin addininmu🙏wannan karshen jahilaci da lalacewa kenan subhanallah.",1,1,0,0,1,0,"('anger', 'disgust', 'sadness')","['idan', 'har', 'wannan', 'labarin', 'haka', 'yake', 'toh', 'zaman', 'zina', 'zasu', ',', 'a', 'haifi', 'yayan', 'zina', 'kuma', '..', 'allah', 'kada', 'ka', 'jarrabemu', 'da', 'wayewa', 'wadda', 'zata', 'fitine', 'mu', 'cikin', 'addininmu🙏wannan', 'karshen', 'jahilaci', 'da', 'lalacewa', 'kenan', 'subhanallah', '.']","['idan', 'har', 'wannan', 'labarin', 'haka', 'yake', 'toh', 'zaman', 'zina', 'zasu', ',', 'a', 'haifi', 'yayan', 'zina', 'kuma', '..', 'allah', 'kada', 'ka', 'jarrabemu', 'da', 'wayewa', 'wadda', 'zata', 'fitin', 'mu', 'cikin', 'addininmuwannan', 'karshen', 'jahilaci', 'da', 'lalacewa', 'kenan', 'subhanallah', '.']"
hau_train_track_a_00052,zancan banxa zancan isakamudai kawai allah ya isa zamuce,1,0,0,0,0,0,"('anger',)","['zancan', 'banxa', 'zancan', 'isakamudai', 'kawai', 'allah', 'ya', 'isa', 'zamuce']","['zancan', 'banxa', 'zancan', 'isakamudai', 'kawai', 'allah', 'ya', 'isa', 'zamuc']"
hau_train_track_a_00053,inyeee atayamu murna saura kadan kasar mu tazama kmr dubai tunda ga sunan ma kamr na yan biyu,0,0,0,1,0,0,"('joy',)","['inyeee', 'atayamu', 'murna', 'saura', 'kadan', 'kasar', 'mu', 'tazama', 'kmr', 'dubai', 'tunda', 'ga', 'sunan', 'ma', 'kamr', 'na', 'yan', 'biyu']","['inyee', 'atayamu', 'murna', 'saura', 'kadan', 'kasar', 'mu', 'tazama', 'kmr', 'dubai', 'tunda', 'ga', 'sunan', 'ma', 'kamr', 'na', 'yan', 'biyu']"
hau_train_track_a_00054,bidiyon fitaccen faston najeriya yana karanta ayoyin alkur'ani mai girma,0,0,0,0,0,1,"('surprise',)","['bidiyon', 'fitaccen', 'faston', 'najeriya', 'yana', 'karanta', 'ayoyin', ""alkur'ani"", 'mai', 'girma']","['bidiyon', 'fitaccen', 'faston', 'najeriya', 'yana', 'karanta', 'ayoyin', ""alkur'ani"", 'mai', 'girma']"
hau_train_track_a_00055,allah mai iko: yadda mata ta haihu bayan shekaru 10 da daukar ciki,0,0,0,0,0,1,"('surprise',)","['allah', 'mai', 'iko', ':', 'yadda', 'mata', 'ta', 'haihu', 'bayan', 'shekaru', '10', 'da', 'daukar', 'ciki']","['allah', 'mai', 'iko', ':', 'yadda', 'mata', 'ta', 'haihu', 'bayan', 'shekaru', 'da', 'daukar', 'ciki']"
